	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
LOC100503586	6.102906892	-0.890847264	0.615356742	-1.447692375	0.147703103	NA
LOC100503588	2.879766124	-0.541905045	0.686894089	-0.788920816	0.430158288	NA
LOC100503589	0	NA	NA	NA	NA	NA
LOC100503592	0	NA	NA	NA	NA	NA
LOC100503593	0	NA	NA	NA	NA	NA
LOC100503594	0	NA	NA	NA	NA	NA
LOC100503595	0	NA	NA	NA	NA	NA
LOC100503596	0	NA	NA	NA	NA	NA
LOC100503597	0	NA	NA	NA	NA	NA
LOC100503600	0	NA	NA	NA	NA	NA
LOC100503601	0	NA	NA	NA	NA	NA
LOC100503602	0	NA	NA	NA	NA	NA
LOC100503605	0.659039495	-0.577297788	0.53076133	-1.087678689	0.276736979	NA
LOC100503606	0	NA	NA	NA	NA	NA
LOC100503607	0	NA	NA	NA	NA	NA
LOC100503609	0	NA	NA	NA	NA	NA
LOC100503611	0	NA	NA	NA	NA	NA
LOC100503613	0	NA	NA	NA	NA	NA
LOC100503615	0.227115555	0.305466845	0.411883393	0.741634284	0.458308945	NA
LOC100503616	0	NA	NA	NA	NA	NA
LOC100503617	0	NA	NA	NA	NA	NA
LOC100503618	0.638568305	0.225940643	0.615460647	0.367108187	0.71353832	NA
LOC100503619	0	NA	NA	NA	NA	NA
LOC100503620	0	NA	NA	NA	NA	NA
LOC100503622	0.219679832	-0.232224678	0.372651589	-0.623168357	0.533173893	NA
LOC100503623	0	NA	NA	NA	NA	NA
LOC100503626	0	NA	NA	NA	NA	NA
LOC100503627	0	NA	NA	NA	NA	NA
LOC100503630	0	NA	NA	NA	NA	NA
LOC100503631	0	NA	NA	NA	NA	NA
LOC100503632	0.109839916	-0.122057441	0.279461555	-0.436759329	0.662285898	NA
LOC100503633	1.689401136	-0.020022603	0.631734801	-0.031694633	0.974715575	NA
LOC100503636	0.101335226	0.118282433	0.270538737	0.437210708	0.661958545	NA
LOC100503637	0.200902181	0.006297449	0.378656786	0.016631022	0.986730976	NA
LOC100503638	0.219679832	-0.232224678	0.372651589	-0.623168357	0.533173893	NA
LOC100503639	0	NA	NA	NA	NA	NA
LOC100503640	0	NA	NA	NA	NA	NA
LOC100503641	0	NA	NA	NA	NA	NA
LOC100503644	0	NA	NA	NA	NA	NA
LOC100503645	1.067962653	0.324092153	0.646865457	0.501019414	0.61635746	NA
LOC100503646	0	NA	NA	NA	NA	NA
LOC100503647	0	NA	NA	NA	NA	NA
LOC100503649	0.139997909	0.159077634	0.309937777	0.513256679	0.607771783	NA
LOC100503650	0	NA	NA	NA	NA	NA
LOC100503651	0.219679832	-0.232224678	0.372651589	-0.623168357	0.533173893	NA
LOC100503652	1.021449257	-1.080239382	0.639476611	-1.689255498	0.091170478	NA
LOC100503653	0.928325007	-0.452584006	0.654271158	-0.691737669	0.489102086	NA
LOC100503654	0.51518082	0.286897881	0.513193695	0.559044049	0.576131658	NA
LOC100503655	0	NA	NA	NA	NA	NA
LOC100503657	0.265778238	0.346334228	0.43365336	0.798643018	0.424497436	NA
LOC100503658	0	NA	NA	NA	NA	NA
LOC100503659	7.014449505	-1.786880483	0.616767204	-2.897171688	0.003765436	NA
LOC100503660	0	NA	NA	NA	NA	NA
LOC100503661	0	NA	NA	NA	NA	NA
LOC100503664	0.864547211	-0.607507107	0.648188441	-0.937238416	0.348635933	NA
LOC100503665	0	NA	NA	NA	NA	NA
LOC100503666	0	NA	NA	NA	NA	NA
LOC100503667	0	NA	NA	NA	NA	NA
LOC100503668	0	NA	NA	NA	NA	NA
LOC100503669	0	NA	NA	NA	NA	NA
LOC100503671	6.542550479	0.052312257	0.591168507	0.088489586	0.929487561	NA
LOC100503673	0.389835734	0.1675942	0.472098207	0.354998593	0.722590645	NA
LOC100503674	0	NA	NA	NA	NA	NA
LOC100503676	0	NA	NA	NA	NA	NA
LOC100503677	0	NA	NA	NA	NA	NA
LOC100503678	0	NA	NA	NA	NA	NA
LOC100503679	0	NA	NA	NA	NA	NA
LOC100503680	0	NA	NA	NA	NA	NA
LOC100503681	0.109839916	-0.122057441	0.279461555	-0.436759329	0.662285898	NA
LOC100503683	0	NA	NA	NA	NA	NA
LOC100503685	0	NA	NA	NA	NA	NA
LOC100503686	0	NA	NA	NA	NA	NA
LOC100503687	0	NA	NA	NA	NA	NA
LOC100503688	0	NA	NA	NA	NA	NA
LOC100503690	0	NA	NA	NA	NA	NA
LOC100503691	0	NA	NA	NA	NA	NA
LOC100503692	0.391558567	0.481133807	0.492603692	0.976715796	0.328709873	NA
LOC100503693	0	NA	NA	NA	NA	NA
LOC100503695	0	NA	NA	NA	NA	NA
LOC100503696	0	NA	NA	NA	NA	NA
LOC100503697	0	NA	NA	NA	NA	NA
LOC100503699	0	NA	NA	NA	NA	NA
LOC100503702	0	NA	NA	NA	NA	NA
LOC100503703	0	NA	NA	NA	NA	NA
LOC100503704	0.829164886	0.316408928	0.603341019	0.524428008	0.59998088	NA
LOC100503705	0	NA	NA	NA	NA	NA
LOC100503707	0	NA	NA	NA	NA	NA
LOC100503708	0	NA	NA	NA	NA	NA
LOC100503710	0.623151805	-0.016809715	0.591081773	-0.028438899	0.9773121	NA
LOC100503711	0	NA	NA	NA	NA	NA
LOC100503712	0	NA	NA	NA	NA	NA
LOC100503713	0	NA	NA	NA	NA	NA
LOC100503714	0	NA	NA	NA	NA	NA
LOC100503716	0	NA	NA	NA	NA	NA
LOC100503720	0	NA	NA	NA	NA	NA
LOC100503721	0	NA	NA	NA	NA	NA
LOC100503722	0.817299294	0.959016444	0.615228093	1.5587982	0.11904415	NA
LOC100503724	0	NA	NA	NA	NA	NA
LOC100503725	0	NA	NA	NA	NA	NA
LOC100503726	0.864291027	-0.022910889	0.6036362	-0.037954797	0.969723723	NA
LOC100503727	0	NA	NA	NA	NA	NA
LOC100503728	0	NA	NA	NA	NA	NA
LOC100503729	0	NA	NA	NA	NA	NA
LOC100503730	0	NA	NA	NA	NA	NA
LOC100503731	0	NA	NA	NA	NA	NA
LOC100503732	0	NA	NA	NA	NA	NA
LOC100503733	0	NA	NA	NA	NA	NA
LOC100503734	0	NA	NA	NA	NA	NA
LOC100503738	0	NA	NA	NA	NA	NA
LOC100503739	0	NA	NA	NA	NA	NA
LOC100503741	0	NA	NA	NA	NA	NA
LOC100503742	0	NA	NA	NA	NA	NA
LOC100503743	0	NA	NA	NA	NA	NA
LOC100503745	1.32484967	0.162610636	0.661633981	0.245771288	0.805859284	NA
LOC100503748	0	NA	NA	NA	NA	NA
LOC100503750	0	NA	NA	NA	NA	NA
LOC100503751	0	NA	NA	NA	NA	NA
LOC100503752	0	NA	NA	NA	NA	NA
LOC100503754	0	NA	NA	NA	NA	NA
LOC100503757	0.331988566	-0.467039014	0.496958247	-0.939795279	0.347322581	NA
LOC100503758	0	NA	NA	NA	NA	NA
LOC100503759	0	NA	NA	NA	NA	NA
LOC100503760	0	NA	NA	NA	NA	NA
LOC100503761	0	NA	NA	NA	NA	NA
LOC100503762	0	NA	NA	NA	NA	NA
LOC100503763	0	NA	NA	NA	NA	NA
LOC100503764	0	NA	NA	NA	NA	NA
LOC100503767	0	NA	NA	NA	NA	NA
LOC100503768	0	NA	NA	NA	NA	NA
LOC100503773	0	NA	NA	NA	NA	NA
LOC100503774	0.251560658	0.273405162	0.39313412	0.695450097	0.486773275	NA
LOC100503775	0	NA	NA	NA	NA	NA
LOC100503776	0	NA	NA	NA	NA	NA
LOC100503777	0.339645553	-0.339201694	0.436124346	-0.777763721	0.436708319	NA
LOC100503778	0	NA	NA	NA	NA	NA
LOC100503779	0	NA	NA	NA	NA	NA
LOC100503783	0	NA	NA	NA	NA	NA
LOC100503785	0	NA	NA	NA	NA	NA
LOC100503788	0.202670452	0.226737183	0.362860703	0.624860121	0.532062868	NA
LOC100503790	4.132333758	-0.077380803	0.684225183	-0.113092597	0.909957144	NA
LOC100503791	0	NA	NA	NA	NA	NA
LOC100503793	2.693381822	-0.16243194	0.698343649	-0.232596001	0.816075133	NA
LOC100503794	0.490326781	-0.456819571	0.488932815	-0.934319721	0.350138995	NA
LOC100503795	0	NA	NA	NA	NA	NA
LOC100503797	0	NA	NA	NA	NA	NA
LOC100503799	0	NA	NA	NA	NA	NA
LOC100503800	0	NA	NA	NA	NA	NA
LOC100503801	0	NA	NA	NA	NA	NA
LOC100503802	0	NA	NA	NA	NA	NA
LOC100503803	0	NA	NA	NA	NA	NA
LOC100503804	0.101335226	0.118282433	0.270538737	0.437210708	0.661958545	NA
LOC100503805	2.303360153	-0.397907819	0.691853437	-0.575133109	0.565201277	NA
LOC100503806	0	NA	NA	NA	NA	NA
LOC100503807	8.892000419	0.393490628	0.542073397	0.725899169	0.467900586	NA
LOC100503808	0	NA	NA	NA	NA	NA
LOC100503810	0	NA	NA	NA	NA	NA
LOC100503812	0	NA	NA	NA	NA	NA
LOC100503813	6.39207781	0.220837544	0.606631253	0.36403918	0.715828752	NA
LOC100503814	0	NA	NA	NA	NA	NA
LOC100503815	1.528915193	-1.012656211	0.692639669	-1.462024564	0.143734479	NA
LOC100503816	0	NA	NA	NA	NA	NA
LOC100503817	0	NA	NA	NA	NA	NA
LOC100503818	0	NA	NA	NA	NA	NA
LOC100503819	0.346498616	-0.134162157	0.455315852	-0.294657338	0.768255656	NA
LOC100503820	0	NA	NA	NA	NA	NA
LOC100503821	0	NA	NA	NA	NA	NA
LOC100503822	0.874169614	0.868373765	0.597398293	1.453592644	0.146059277	NA
LOC100503823	3.747203605	0.160060523	0.670570676	0.238692995	0.811343649	NA
LOC100503824	0	NA	NA	NA	NA	NA
LOC100503826	0.461575324	0.213109191	0.49440897	0.431038278	0.666440538	NA
LOC100503827	0	NA	NA	NA	NA	NA
LOC100503828	0	NA	NA	NA	NA	NA
LOC100503829	0	NA	NA	NA	NA	NA
LOC100503830	0	NA	NA	NA	NA	NA
LOC100503831	0	NA	NA	NA	NA	NA
LOC100503834	0	NA	NA	NA	NA	NA
LOC100503836	0	NA	NA	NA	NA	NA
LOC100503838	0	NA	NA	NA	NA	NA
LOC100503839	0.355003306	-0.421414125	0.476422674	-0.884538346	0.376405672	NA
LOC100503840	0	NA	NA	NA	NA	NA
LOC100503842	1.749607365	0.435035404	0.696946928	0.624201624	0.53249518	NA
LOC100503843	0	NA	NA	NA	NA	NA
LOC100503845	0	NA	NA	NA	NA	NA
LOC100503847	0.101335226	0.118282433	0.270538737	0.437210708	0.661958545	NA
LOC100503848	0.96192054	-0.898606445	0.609032966	-1.475464375	0.140087739	NA
LOC100503849	0.19913391	-0.213312615	0.35915534	-0.593928562	0.552559895	NA
LOC100503850	0	NA	NA	NA	NA	NA
LOC100503853	0	NA	NA	NA	NA	NA
LOC100503854	0	NA	NA	NA	NA	NA
LOC100503855	0.099566955	-0.111479908	0.26791159	-0.416107076	0.677331652	NA
LOC100503856	0	NA	NA	NA	NA	NA
LOC100503858	0.975853776	0.079475563	0.641750539	0.123841833	0.901440509	NA
LOC100503859	0	NA	NA	NA	NA	NA
LOC100503860	3.322450431	0.205517885	0.698780896	0.294109193	0.768674466	NA
LOC100503863	0	NA	NA	NA	NA	NA
LOC100503864	0.683547339	0.260030416	0.600906923	0.432729939	0.665210977	NA
LOC100503865	0	NA	NA	NA	NA	NA
LOC100503866	0	NA	NA	NA	NA	NA
LOC100503868	0.17418007	0.192667168	0.337745185	0.570451265	0.568371668	NA
LOC100503869	0.419993727	0.421774477	0.468252978	0.900740617	0.367726247	NA
LOC100503871	0	NA	NA	NA	NA	NA
LOC100503872	0	NA	NA	NA	NA	NA
LOC100503873	0	NA	NA	NA	NA	NA
LOC100503874	0	NA	NA	NA	NA	NA
LOC100503876	0	NA	NA	NA	NA	NA
LOC100503878	0	NA	NA	NA	NA	NA
LOC100503879	0.125780329	0.144425925	0.296608341	0.486924691	0.626311701	NA
LOC100503880	0	NA	NA	NA	NA	NA
LOC100503882	0	NA	NA	NA	NA	NA
LOC100503883	0	NA	NA	NA	NA	NA
LOC100503885	0	NA	NA	NA	NA	NA
LOC100503888	0	NA	NA	NA	NA	NA
LOC100503889	0	NA	NA	NA	NA	NA
LOC100503890	2.081982014	0.863795913	0.698551229	1.236553423	0.216252921	NA
LOC100503891	0	NA	NA	NA	NA	NA
LOC100503892	0	NA	NA	NA	NA	NA
LOC100503893	0	NA	NA	NA	NA	NA
LOC100503894	0	NA	NA	NA	NA	NA
LOC100503897	0	NA	NA	NA	NA	NA
LOC100503899	0	NA	NA	NA	NA	NA
LOC100503902	5.90979364	-0.024847581	0.690338257	-0.035993343	0.971287667	NA
LOC100503904	0	NA	NA	NA	NA	NA
LOC100503905	0	NA	NA	NA	NA	NA
LOC100503907	0	NA	NA	NA	NA	NA
LOC100503908	0	NA	NA	NA	NA	NA
LOC100503909	0	NA	NA	NA	NA	NA
LOC100503911	4.359531804	-0.466562229	0.679146206	-0.686983488	0.492093134	NA
LOC100503912	0	NA	NA	NA	NA	NA
LOC100503913	0	NA	NA	NA	NA	NA
LOC100503915	1.861625101	0.117216004	0.689184088	0.170079382	0.864947708	NA
LOC100503916	0.912745991	0.040703149	0.654003311	0.062236916	0.950374164	NA
LOC100503917	0	NA	NA	NA	NA	NA
LOC100503921	0	NA	NA	NA	NA	NA
LOC100503922	0.251560658	0.273405162	0.39313412	0.695450097	0.486773275	NA
LOC100503923	0	NA	NA	NA	NA	NA
LOC100503924	0.122581695	-0.134870144	0.29266253	-0.460838441	0.64491452	NA
LOC100503925	0	NA	NA	NA	NA	NA
LOC100503926	0	NA	NA	NA	NA	NA
LOC100503928	1.455885401	-0.847329346	0.676029734	-1.253390646	0.210063574	NA
LOC100503929	0	NA	NA	NA	NA	NA
LOC100503930	0	NA	NA	NA	NA	NA
LOC100503931	0	NA	NA	NA	NA	NA
LOC100503932	0	NA	NA	NA	NA	NA
LOC100503933	2.564536593	-1.608261638	0.696123631	-2.310310362	0.020870978	NA
LOC100503934	0	NA	NA	NA	NA	NA
LOC100503938	0.113215184	-0.125484564	0.283072699	-0.443294478	0.65755275	NA
LOC100503941	0	NA	NA	NA	NA	NA
LOC100503942	0	NA	NA	NA	NA	NA
LOC100503943	0	NA	NA	NA	NA	NA
LOC100503944	45.62935889	0.736122293	0.384729915	1.913348206	0.05570349	NA
LOC100503945	0	NA	NA	NA	NA	NA
LOC100503948	0	NA	NA	NA	NA	NA
LOC100503949	0	NA	NA	NA	NA	NA
LOC100503950	0	NA	NA	NA	NA	NA
LOC100503953	0	NA	NA	NA	NA	NA
LOC100503954	0	NA	NA	NA	NA	NA
LOC100503955	0.443596753	-0.257829367	0.524251608	-0.491804627	0.622857465	NA
LOC100503956	0.393859901	-0.056219981	0.472126781	-0.119078145	0.905213445	NA
LOC100503957	0	NA	NA	NA	NA	NA
LOC100503961	0	NA	NA	NA	NA	NA
LOC100503962	0	NA	NA	NA	NA	NA
LOC100503963	0	NA	NA	NA	NA	NA
LOC100503964	0	NA	NA	NA	NA	NA
LOC100503965	0	NA	NA	NA	NA	NA
LOC100503966	0	NA	NA	NA	NA	NA
LOC100503969	0	NA	NA	NA	NA	NA
LOC100503970	0	NA	NA	NA	NA	NA
LOC100503971	0	NA	NA	NA	NA	NA
LOC100503972	0	NA	NA	NA	NA	NA
LOC100503974	0	NA	NA	NA	NA	NA
LOC100503977	0	NA	NA	NA	NA	NA
LOC100503980	0	NA	NA	NA	NA	NA
LOC100503982	0	NA	NA	NA	NA	NA
LOC100503983	0.24516339	-0.254859931	0.387805375	-0.657185143	0.511061877	NA
LOC100503984	0	NA	NA	NA	NA	NA
LOC100503985	0	NA	NA	NA	NA	NA
LOC100503986	0	NA	NA	NA	NA	NA
LOC100503988	0	NA	NA	NA	NA	NA
LOC100503989	0	NA	NA	NA	NA	NA
LOC100503990	0	NA	NA	NA	NA	NA
LOC100503991	0	NA	NA	NA	NA	NA
LOC100503992	0	NA	NA	NA	NA	NA
LOC100503995	0	NA	NA	NA	NA	NA
LOC100503996	0.101335226	0.118282433	0.270538737	0.437210708	0.661958545	NA
LOC100503997	1.618784157	0.192614432	0.698264069	0.275847549	0.782665161	NA
LOC100503998	0	NA	NA	NA	NA	NA
LOC100503999	0	NA	NA	NA	NA	NA
LOC100504003	0	NA	NA	NA	NA	NA
LOC100504004	0	NA	NA	NA	NA	NA
LOC100504005	0	NA	NA	NA	NA	NA
LOC100504007	0	NA	NA	NA	NA	NA
LOC100504009	14.21050661	-0.731573248	0.476418589	-1.535568226	0.124644312	NA
LOC100504011	0	NA	NA	NA	NA	NA
LOC100504012	0	NA	NA	NA	NA	NA
LOC100504013	0.284019985	0.057903206	0.425577894	0.136057832	0.891775563	NA
LOC100504014	0	NA	NA	NA	NA	NA
LOC100504015	0	NA	NA	NA	NA	NA
LOC100504016	0.983429821	-0.67350398	0.618470021	-1.088984036	0.276160925	NA
LOC100504017	0	NA	NA	NA	NA	NA
LOC100504018	0	NA	NA	NA	NA	NA
LOC100504019	0	NA	NA	NA	NA	NA
LOC100504021	0.113215184	-0.125484564	0.283072699	-0.443294478	0.65755275	NA
LOC100504023	0	NA	NA	NA	NA	NA
LOC100504024	0	NA	NA	NA	NA	NA
LOC100504025	0	NA	NA	NA	NA	NA
LOC100504026	0	NA	NA	NA	NA	NA
LOC100504027	0	NA	NA	NA	NA	NA
LOC100504029	0.099566955	-0.111479908	0.26791159	-0.416107076	0.677331652	NA
LOC100504030	0	NA	NA	NA	NA	NA
LOC100504031	0	NA	NA	NA	NA	NA
LOC100504032	7.491282462	-0.222165834	0.577442886	-0.384740793	0.700429469	NA
LOC100504033	0	NA	NA	NA	NA	NA
LOC100504034	0	NA	NA	NA	NA	NA
LOC100504035	0.273747025	0.067431017	0.420519206	0.160351813	0.872603946	NA
LOC100504036	0	NA	NA	NA	NA	NA
LOC100504038	0	NA	NA	NA	NA	NA
LOC100504039	0	NA	NA	NA	NA	NA
LOC100504040	0.202670452	0.226737183	0.362860703	0.624860121	0.532062868	NA
LOC100504041	0	NA	NA	NA	NA	NA
LOC100504043	0.101335226	0.118282433	0.270538737	0.437210708	0.661958545	NA
LOC100504045	0	NA	NA	NA	NA	NA
LOC100504046	0.125780329	0.144425925	0.296608341	0.486924691	0.626311701	NA
LOC100504048	0	NA	NA	NA	NA	NA
LOC100504049	0	NA	NA	NA	NA	NA
LOC100504050	0.325997324	-0.395240083	0.464828697	-0.850291916	0.39516281	NA
LOC100504051	0.697372203	-0.018794486	0.577163338	-0.032563548	0.974022639	NA
LOC100504052	2.160802065	-0.245412235	0.698761696	-0.3512102	0.725430659	NA
LOC100504054	0	NA	NA	NA	NA	NA
LOC100504055	0	NA	NA	NA	NA	NA
LOC100504056	0.865947037	-0.195345736	0.603290478	-0.323800462	0.746089106	NA
LOC100504058	0	NA	NA	NA	NA	NA
LOC100504060	0	NA	NA	NA	NA	NA
LOC100504061	0	NA	NA	NA	NA	NA
LOC100504062	0	NA	NA	NA	NA	NA
LOC100504063	0	NA	NA	NA	NA	NA
LOC100504068	0	NA	NA	NA	NA	NA
LOC100504069	0	NA	NA	NA	NA	NA
LOC100504070	0	NA	NA	NA	NA	NA
LOC100504071	0	NA	NA	NA	NA	NA
LOC100504072	0.113215184	-0.125484564	0.283072699	-0.443294478	0.65755275	NA
LOC100504074	0	NA	NA	NA	NA	NA
LOC100504075	0	NA	NA	NA	NA	NA
LOC100504079	5.060520677	-0.173118195	0.609388442	-0.284085131	0.776345142	NA
LOC100504081	2.551942818	-1.6011109	0.697117058	-2.296760466	0.021632438	NA
LOC100504083	0	NA	NA	NA	NA	NA
LOC100504084	0	NA	NA	NA	NA	NA
LOC100504085	0	NA	NA	NA	NA	NA
LOC100504089	0	NA	NA	NA	NA	NA
LOC100504092	0	NA	NA	NA	NA	NA
LOC100504093	0	NA	NA	NA	NA	NA
LOC100504094	0	NA	NA	NA	NA	NA
LOC100504095	1.040285655	-1.115131271	0.644365138	-1.730589081	0.083525081	NA
LOC100504096	0	NA	NA	NA	NA	NA
LOC100504098	0	NA	NA	NA	NA	NA
LOC100504100	0	NA	NA	NA	NA	NA
LOC100504101	0	NA	NA	NA	NA	NA
LOC100504102	0	NA	NA	NA	NA	NA
LOC100504104	1.138456876	0.595071249	0.652362404	0.912178944	0.361674526	NA
LOC100504106	0	NA	NA	NA	NA	NA
LOC100504108	0	NA	NA	NA	NA	NA
LOC100504112	0	NA	NA	NA	NA	NA
LOC100504113	0	NA	NA	NA	NA	NA
LOC100504114	1.682155484	-1.016064549	0.658850541	-1.542177604	0.123030441	NA
LOC100504116	0	NA	NA	NA	NA	NA
LOC100504117	0	NA	NA	NA	NA	NA
LOC100504119	0	NA	NA	NA	NA	NA
LOC100504120	27.13702644	-0.288094199	0.349411781	-0.82451198	0.409648712	NA
LOC100504121	0	NA	NA	NA	NA	NA
LOC100504122	0	NA	NA	NA	NA	NA
LOC100504125	0	NA	NA	NA	NA	NA
LOC100504126	1.432509105	-0.174318509	0.667091177	-0.26131137	0.793852399	NA
LOC100504127	0	NA	NA	NA	NA	NA
LOC100504128	0	NA	NA	NA	NA	NA
LOC100504129	0	NA	NA	NA	NA	NA
LOC100504131	0.101335226	0.118282433	0.270538737	0.437210708	0.661958545	NA
LOC100504132	0	NA	NA	NA	NA	NA
LOC100504134	0	NA	NA	NA	NA	NA
LOC100504135	0.099566955	-0.111479908	0.26791159	-0.416107076	0.677331652	NA
LOC100504137	0	NA	NA	NA	NA	NA
LOC100504139	0	NA	NA	NA	NA	NA
LOC100504140	0.219679832	-0.232224678	0.372651589	-0.623168357	0.533173893	NA
LOC100504141	0	NA	NA	NA	NA	NA
LOC100504142	35.13952504	0.053985901	0.420612159	0.128350786	0.897871376	NA
LOC100504143	0	NA	NA	NA	NA	NA
LOC100504144	0.109839916	-0.122057441	0.279461555	-0.436759329	0.662285898	NA
LOC100504145	0	NA	NA	NA	NA	NA
LOC100504146	0	NA	NA	NA	NA	NA
LOC100504147	0	NA	NA	NA	NA	NA
LOC100504148	0	NA	NA	NA	NA	NA
LOC100504150	0.998263687	-0.393676248	0.636250576	-0.618744034	0.536084996	NA
LOC100504151	0	NA	NA	NA	NA	NA
LOC100504152	0	NA	NA	NA	NA	NA
LOC100504153	0	NA	NA	NA	NA	NA
LOC100504154	0	NA	NA	NA	NA	NA
LOC100504155	0	NA	NA	NA	NA	NA
LOC100504156	0	NA	NA	NA	NA	NA
LOC100504157	0	NA	NA	NA	NA	NA
LOC100504159	0	NA	NA	NA	NA	NA
LOC100504160	0	NA	NA	NA	NA	NA
LOC100504161	0	NA	NA	NA	NA	NA
LOC100504162	0	NA	NA	NA	NA	NA
LOC100504164	0	NA	NA	NA	NA	NA
LOC100504165	0	NA	NA	NA	NA	NA
LOC100504166	0.101335226	0.118282433	0.270538737	0.437210708	0.661958545	NA
LOC100504167	0	NA	NA	NA	NA	NA
LOC100504168	0	NA	NA	NA	NA	NA
LOC100504169	0	NA	NA	NA	NA	NA
LOC100504170	0	NA	NA	NA	NA	NA
LOC100504171	0	NA	NA	NA	NA	NA
LOC100504173	0	NA	NA	NA	NA	NA
LOC100504174	0.19913391	-0.213312615	0.35915534	-0.593928562	0.552559895	NA
LOC100504175	0	NA	NA	NA	NA	NA
LOC100504176	0	NA	NA	NA	NA	NA
LOC100504177	0	NA	NA	NA	NA	NA
LOC100504178	0	NA	NA	NA	NA	NA
LOC100504180	0	NA	NA	NA	NA	NA
LOC100504182	0	NA	NA	NA	NA	NA
LOC100504183	0	NA	NA	NA	NA	NA
LOC100504184	0	NA	NA	NA	NA	NA
LOC100504186	0.304005678	0.325270661	0.422489711	0.769890136	0.441365066	NA
LOC100504187	0	NA	NA	NA	NA	NA
LOC100504188	0.101335226	0.118282433	0.270538737	0.437210708	0.661958545	NA
LOC100504190	0	NA	NA	NA	NA	NA
LOC100504191	2.26983328	-0.390718182	0.686287174	-0.569321703	0.569137841	NA
LOC100504192	0	NA	NA	NA	NA	NA
LOC100504195	0	NA	NA	NA	NA	NA
LOC100504196	0	NA	NA	NA	NA	NA
LOC100504198	0	NA	NA	NA	NA	NA
LOC100504200	0	NA	NA	NA	NA	NA
LOC100504201	0	NA	NA	NA	NA	NA
LOC100504202	0	NA	NA	NA	NA	NA
LOC100504204	0	NA	NA	NA	NA	NA
LOC100504205	0	NA	NA	NA	NA	NA
LOC100504206	0	NA	NA	NA	NA	NA
LOC100504207	0	NA	NA	NA	NA	NA
LOC100504208	0	NA	NA	NA	NA	NA
LOC100504210	0	NA	NA	NA	NA	NA
LOC100504211	0	NA	NA	NA	NA	NA
LOC100504215	0	NA	NA	NA	NA	NA
LOC100504216	0	NA	NA	NA	NA	NA
LOC100504217	0	NA	NA	NA	NA	NA
LOC100504218	0	NA	NA	NA	NA	NA
LOC100504219	16.2568082	0.17346526	0.497754365	0.348495709	0.727467936	NA
LOC100504221	0	NA	NA	NA	NA	NA
LOC100504222	0	NA	NA	NA	NA	NA
LOC100504223	0	NA	NA	NA	NA	NA
LOC100504225	0	NA	NA	NA	NA	NA
LOC100504226	0	NA	NA	NA	NA	NA
LOC100504227	0.53385781	0.083663758	0.544295595	0.153710151	0.87783828	NA
LOC100504229	0	NA	NA	NA	NA	NA
LOC100504231	0.302237407	0.114543733	0.437105617	0.26205047	0.793282532	NA
LOC100504232	0	NA	NA	NA	NA	NA
LOC100504234	0	NA	NA	NA	NA	NA
LOC100504235	0	NA	NA	NA	NA	NA
LOC100504239	0	NA	NA	NA	NA	NA
LOC100504240	0	NA	NA	NA	NA	NA
LOC100504242	0.314177979	0.393323065	0.45625854	0.862061816	0.388653502	NA
LOC100504243	0.332895016	-0.401620882	0.467713149	-0.858690594	0.390511241	NA
LOC100504244	0	NA	NA	NA	NA	NA
LOC100504245	0	NA	NA	NA	NA	NA
LOC100504249	0	NA	NA	NA	NA	NA
LOC100504250	0	NA	NA	NA	NA	NA
LOC100504251	0	NA	NA	NA	NA	NA
LOC100504252	0	NA	NA	NA	NA	NA
LOC100504253	0	NA	NA	NA	NA	NA
LOC100504254	0.550261523	-0.041809447	0.518294842	-0.080667304	0.93570654	NA
LOC100504255	0	NA	NA	NA	NA	NA
LOC100504256	0	NA	NA	NA	NA	NA
LOC100504258	0	NA	NA	NA	NA	NA
LOC100504260	0	NA	NA	NA	NA	NA
LOC100504261	0	NA	NA	NA	NA	NA
LOC100504262	0	NA	NA	NA	NA	NA
LOC100504264	0	NA	NA	NA	NA	NA
LOC100504265	0	NA	NA	NA	NA	NA
LOC100504266	0.662952795	-0.234485308	0.622633156	-0.376602669	0.706468904	NA
LOC100504267	0	NA	NA	NA	NA	NA
LOC100504268	0	NA	NA	NA	NA	NA
LOC100504270	0	NA	NA	NA	NA	NA
LOC100504271	0	NA	NA	NA	NA	NA
LOC100504273	0	NA	NA	NA	NA	NA
LOC100504275	0	NA	NA	NA	NA	NA
LOC100504276	0	NA	NA	NA	NA	NA
LOC100504277	0	NA	NA	NA	NA	NA
LOC100504278	0.795630816	-0.076126261	0.619331111	-0.122916901	0.902172902	NA
LOC100504279	0	NA	NA	NA	NA	NA
LOC100504283	0	NA	NA	NA	NA	NA
LOC100504284	0	NA	NA	NA	NA	NA
LOC100504285	0	NA	NA	NA	NA	NA
LOC100504287	0	NA	NA	NA	NA	NA
LOC100504288	0	NA	NA	NA	NA	NA
LOC100504289	2.688551555	0.255055891	0.684150079	0.372806931	0.709292144	NA
LOC100504290	0.736366989	-0.148708318	0.631022448	-0.235662485	0.813694582	NA
LOC100504291	0	NA	NA	NA	NA	NA
LOC100504292	0	NA	NA	NA	NA	NA
LOC100504294	0.726176416	0.259337465	0.5820025	0.445595105	0.655889747	NA
LOC100504295	0	NA	NA	NA	NA	NA
LOC100504297	0	NA	NA	NA	NA	NA
LOC100504298	0	NA	NA	NA	NA	NA
